"Laps","Time","Cumulative Time","Distance","Avg Speed","Avg HR","Max HR","Total Ascent","Total Descent","Calories","Max Speed","Moving Time","Avg Moving Speed"
"1","24:29","24:29","5.00","12.3","127","180","338","446","200","28.6","22:35","13.3"
"2","13:44","38:13","2.56","11.2","148","177","341","174","139","29.4","13:16","11.6"
"Summary","38:13","38:13","7.56","11.9","135","180","679","620","338","29.4","35:51","12.7"
